season,round,race_name,race_date,circuit_id,circuit_name,weekend_temperature_avg,weekend_temperature_min,weekend_temperature_max,weekend_humidity_avg,weekend_precipitation_total,weekend_rain_hours,weekend_rain_flag,weekend_wind_speed_avg,weekend_wind_speed_max,weekend_cloud_cover_avg,fp1_period_temperature_avg,fp1_period_temperature_min,fp1_period_temperature_max,fp1_period_humidity_avg,fp1_period_precipitation_total,fp1_period_rain_hours,fp1_period_rain_flag,fp1_period_wind_speed_avg,fp1_period_wind_speed_max,fp1_period_cloud_cover_avg,race_day_temperature_avg,race_day_temperature_min,race_day_temperature_max,race_day_humidity_avg,race_day_precipitation_total,race_day_rain_hours,race_day_rain_flag,race_day_wind_speed_avg,race_day_wind_speed_max,race_day_cloud_cover_avg,weather_observations
2015,3,Chinese Grand Prix,2015-04-12,shanghai,Shanghai International Circuit,12.612500000000002,4.8,19.4,74.375,0.0,0,0,10.004166666666666,16.9,68.83333333333333,11.316666666666668,4.8,17.6,75.5,0.0,0,0,9.4375,14.0,69.16666666666667,13.908333333333333,9.2,19.4,73.25,0.0,0,0,10.570833333333333,16.9,68.5,72
2015,4,Bahrain Grand Prix,2015-04-19,bahrain,Bahrain International Circuit,24.89166666666667,23.6,27.0,56.020833333333336,0.0,0,0,29.09166666666667,37.9,1.2291666666666667,25.03333333333333,23.6,27.0,60.708333333333336,0.0,0,0,30.766666666666666,37.9,2.4583333333333335,24.75,23.6,26.3,51.333333333333336,0.0,0,0,27.416666666666668,33.4,0.0,72
2015,5,Spanish Grand Prix,2015-05-10,catalunya,Circuit de Barcelona-Catalunya,19.63125,14.1,25.9,72.16666666666667,0.0,0,0,8.956249999999999,19.8,35.791666666666664,19.224999999999998,14.1,24.7,73.79166666666667,0.0,0,0,9.783333333333333,19.8,24.375,20.037499999999998,14.9,25.9,70.54166666666667,0.0,0,0,8.129166666666666,17.9,47.208333333333336,72
2015,6,Monaco Grand Prix,2015-05-24,monaco,Circuit de Monaco,17.181250000000002,12.7,19.6,75.33333333333333,0.2,1,1,5.354166666666667,10.8,82.5,16.958333333333332,12.7,19.6,72.125,0.0,0,0,6.125,10.8,88.20833333333333,17.404166666666665,15.9,19.4,78.54166666666667,0.2,1,1,4.583333333333333,9.8,76.79166666666667,72
2015,7,Canadian Grand Prix,2015-06-07,villeneuve,Circuit Gilles Villeneuve,15.375,9.5,20.6,56.5625,0.0,0,0,12.081249999999999,20.7,53.5625,14.674999999999999,10.1,19.0,53.458333333333336,0.0,0,0,13.604166666666666,20.7,19.75,16.075,9.5,20.6,59.666666666666664,0.0,0,0,10.558333333333334,20.4,87.375,72
2015,8,Austrian Grand Prix,2015-06-21,red_bull_ring,Red Bull Ring,11.647916666666667,7.4,16.5,76.79166666666667,9.1,17,1,6.410416666666666,11.8,67.6875,11.329166666666666,7.4,15.5,79.54166666666667,6.4,8,1,6.045833333333333,10.1,64.70833333333333,11.966666666666667,7.9,16.5,74.04166666666667,2.7,9,1,6.775000000000001,11.8,70.66666666666667,72
2015,9,British Grand Prix,2015-07-05,silverstone,Silverstone Circuit,18.337500000000002,13.6,24.1,67.5625,17.4,7,1,14.002083333333333,24.2,65.6875,20.0625,16.1,24.1,70.25,16.9,4,1,16.720833333333335,22.7,65.75,16.6125,13.6,20.3,64.875,0.5,3,1,11.283333333333333,24.2,65.625,72
2015,10,Hungarian Grand Prix,2015-07-26,hungaroring,Hungaroring,25.18958333333333,19.7,33.7,51.416666666666664,1.0,3,1,13.614583333333334,25.8,42.541666666666664,27.5125,22.5,33.7,57.083333333333336,1.0,3,1,10.25,16.8,29.458333333333332,22.866666666666664,19.7,26.0,45.75,0.0,0,0,16.979166666666668,25.8,55.625,72
2015,11,Belgian Grand Prix,2015-08-23,spa,Circuit de Spa-Francorchamps,18.8625,13.7,24.8,61.666666666666664,10.3,8,1,14.339583333333332,25.1,27.25,19.270833333333332,13.7,24.3,58.416666666666664,0.0,0,0,11.004166666666668,13.5,9.875,18.454166666666666,15.4,24.8,64.91666666666667,10.3,8,1,17.675,25.1,44.625,72
2015,12,Italian Grand Prix,2015-09-06,monza,Autodromo Nazionale di Monza,17.62291666666667,11.4,22.3,65.52083333333333,7.999999999999999,10,1,5.8125,12.4,26.4375,17.95,14.5,21.9,74.375,7.999999999999999,10,1,5.683333333333334,10.5,49.25,17.295833333333334,11.4,22.3,56.666666666666664,0.0,0,0,5.941666666666667,12.4,3.625,72
2015,13,Singapore Grand Prix,2015-09-20,marina_bay,Marina Bay Street Circuit,27.441666666666666,25.4,29.1,84.20833333333333,7.699999999999999,13,1,7.804166666666667,13.1,57.625,27.53333333333333,26.5,29.1,83.66666666666667,4.4,8,1,9.375,13.1,46.083333333333336,27.349999999999998,25.4,29.0,84.75,3.3,5,1,6.233333333333334,10.1,69.16666666666667,72
2015,14,Japanese Grand Prix,2015-09-27,suzuka,Suzuka Circuit,22.179166666666664,18.5,26.2,85.125,2.0,8,1,5.945833333333333,10.7,65.75,22.2375,19.8,25.9,87.79166666666667,1.0,4,1,4.7749999999999995,8.5,79.875,22.120833333333337,18.5,26.2,82.45833333333333,0.9999999999999999,4,1,7.116666666666666,10.7,51.625,72
2015,15,Russian Grand Prix,2015-10-11,sochi,Sochi Autodrom,13.81875,9.8,18.2,65.08333333333333,0.6000000000000001,2,1,6.3999999999999995,9.7,67.22916666666667,13.1,11.2,15.0,71.41666666666667,0.2,1,1,6.233333333333334,9.6,45.458333333333336,14.5375,9.8,18.2,58.75,0.4,1,1,6.566666666666667,9.7,89.0,72
2015,16,United States Grand Prix,2015-10-25,americas,Circuit of the Americas,18.954166666666666,15.1,23.2,90.14583333333333,99.9,36,1,23.212499999999995,30.2,92.20833333333333,21.25,17.7,23.2,94.79166666666667,91.7,24,1,21.766666666666666,28.1,99.95833333333333,16.658333333333335,15.1,18.7,85.5,8.2,12,1,24.65833333333333,30.2,84.45833333333333,72
2015,17,Mexican Grand Prix,2015-11-01,rodriguez,Autódromo Hermanos Rodríguez,15.329166666666667,12.4,20.3,85.54166666666667,8.299999999999999,12,1,6.116666666666667,14.6,81.79166666666667,15.299999999999999,12.6,19.6,85.5,1.2,1,1,8.4625,14.6,94.125,15.358333333333334,12.4,20.3,85.58333333333333,7.1,11,1,3.7708333333333335,6.5,69.45833333333333,72
2015,18,Brazilian Grand Prix,2015-11-15,interlagos,Autódromo José Carlos Pace,23.29375,18.4,30.2,85.6875,1.7000000000000002,9,1,9.647916666666667,20.7,90.27083333333333,25.225000000000005,20.8,30.2,78.08333333333333,0.5,2,1,11.85,20.7,80.58333333333333,21.3625,18.4,25.3,93.29166666666667,1.2000000000000002,7,1,7.445833333333333,15.4,99.95833333333333,72
2015,19,Abu Dhabi Grand Prix,2015-11-29,yas_marina,Yas Marina Circuit,24.464583333333334,19.8,28.7,66.60416666666667,0.0,0,0,15.856250000000001,25.7,17.1875,24.666666666666668,22.3,27.7,67.41666666666667,0.0,0,0,18.916666666666668,25.7,19.25,24.2625,19.8,28.7,65.79166666666667,0.0,0,0,12.795833333333334,20.9,15.125,72
2016,1,Australian Grand Prix,2016-03-20,albert_park,Albert Park Grand Prix Circuit,15.325000000000001,9.2,21.2,64.72916666666667,0.4,1,1,12.856250000000001,21.9,39.479166666666664,14.829166666666666,13.4,16.3,64.375,0.4,1,1,16.279166666666665,21.9,65.20833333333333,15.820833333333333,9.2,21.2,65.08333333333333,0.0,0,0,9.433333333333334,17.3,13.75,72
2016,2,Bahrain Grand Prix,2016-04-03,bahrain,Bahrain International Circuit,20.279166666666665,16.3,22.6,52.854166666666664,0.0,0,0,14.206249999999999,21.7,26.208333333333332,20.525,18.6,22.6,49.5,0.0,0,0,17.420833333333334,21.7,14.458333333333334,20.033333333333335,16.3,22.3,56.208333333333336,0.0,0,0,10.991666666666665,13.8,37.958333333333336,72
2016,3,Chinese Grand Prix,2016-04-17,shanghai,Shanghai International Circuit,17.483333333333334,13.8,21.9,74.85416666666667,11.100000000000001,8,1,16.354166666666668,29.9,71.3125,18.445833333333336,14.6,21.9,83.625,9.600000000000001,7,1,21.38333333333333,29.9,79.04166666666667,16.520833333333332,13.8,21.0,66.08333333333333,1.5,1,1,11.325000000000001,19.9,63.583333333333336,72
2016,4,Russian Grand Prix,2016-05-01,sochi,Sochi Autodrom,13.447916666666666,10.6,16.6,86.58333333333333,0.0,0,0,5.614583333333333,9.3,76.20833333333333,13.779166666666667,10.6,16.6,86.29166666666667,0.0,0,0,5.258333333333334,8.9,82.625,13.116666666666665,10.6,14.9,86.875,0.0,0,0,5.970833333333334,9.3,69.79166666666667,72
2016,5,Spanish Grand Prix,2016-05-15,catalunya,Circuit de Barcelona-Catalunya,15.672916666666666,10.7,19.8,85.27083333333333,0.1,1,1,7.974999999999999,14.1,50.625,15.558333333333332,10.7,19.8,84.45833333333333,0.1,1,1,7.095833333333334,12.7,57.416666666666664,15.7875,12.0,19.5,86.08333333333333,0.0,0,0,8.854166666666666,14.1,43.833333333333336,72
2016,6,Monaco Grand Prix,2016-05-29,monaco,Circuit de Monaco,18.860416666666666,14.9,22.9,78.79166666666667,11.2,13,1,7.297916666666666,15.0,50.75,19.47083333333333,14.9,22.9,71.70833333333333,0.0,0,0,5.6875,10.4,38.25,18.25,16.1,20.7,85.875,11.2,13,1,8.908333333333333,15.0,63.25,72
2016,7,Canadian Grand Prix,2016-06-12,villeneuve,Circuit Gilles Villeneuve,12.735416666666667,10.2,15.6,76.3125,1.9,7,1,14.952083333333333,27.1,85.70833333333333,13.220833333333333,10.2,15.6,80.29166666666667,0.6000000000000001,2,1,8.979166666666666,12.8,84.83333333333333,12.25,10.6,14.9,72.33333333333333,1.3,5,1,20.924999999999997,27.1,86.58333333333333,72
2016,8,European Grand Prix,2016-06-19,baku,Baku City Circuit,25.308333333333334,23.0,28.0,69.83333333333333,0.0,0,0,30.31458333333333,38.6,71.95833333333333,24.474999999999994,23.0,25.9,70.25,0.0,0,0,34.99166666666667,38.6,61.083333333333336,26.14166666666667,24.2,28.0,69.41666666666667,0.0,0,0,25.6375,30.1,82.83333333333333,72
2016,9,Austrian Grand Prix,2016-07-03,red_bull_ring,Red Bull Ring,17.135416666666668,12.7,26.4,83.25,6.9,19,1,5.960416666666667,10.9,70.64583333333333,20.1375,13.4,26.4,83.5,5.1,9,1,5.479166666666667,10.9,59.083333333333336,14.133333333333335,12.7,17.4,83.0,1.8000000000000003,10,1,6.441666666666666,8.8,82.20833333333333,72
2016,10,British Grand Prix,2016-07-10,silverstone,Silverstone Circuit,17.183333333333334,13.1,20.6,83.47916666666667,4.7,10,1,22.0625,30.1,80.3125,16.85833333333333,13.1,20.5,85.375,3.3999999999999995,4,1,21.295833333333334,30.1,87.58333333333333,17.508333333333336,15.3,20.6,81.58333333333333,1.3,6,1,22.82916666666667,27.5,73.04166666666667,72
2016,11,Hungarian Grand Prix,2016-07-24,hungaroring,Hungaroring,23.208333333333332,17.8,27.9,78.77083333333333,2.0,8,1,5.9375,10.4,48.75,22.9375,17.8,27.1,82.125,1.9000000000000001,7,1,4.458333333333333,6.6,55.666666666666664,23.479166666666668,19.3,27.9,75.41666666666667,0.1,1,1,7.416666666666667,10.4,41.833333333333336,72
2016,12,German Grand Prix,2016-07-31,hockenheimring,Hockenheimring,21.454166666666662,17.9,26.0,71.35416666666667,1.9999999999999998,4,1,8.69375,15.2,53.729166666666664,22.104166666666668,17.9,26.0,70.125,0.2,1,1,8.762500000000001,13.6,43.625,20.804166666666664,18.4,22.9,72.58333333333333,1.7999999999999998,3,1,8.625,15.2,63.833333333333336,72
2016,13,Belgian Grand Prix,2016-08-28,spa,Circuit de Spa-Francorchamps,22.88958333333333,18.0,30.1,72.97916666666667,1.6,5,1,12.606250000000001,20.4,36.479166666666664,23.916666666666668,18.2,30.1,76.41666666666667,1.4,4,1,10.641666666666667,14.2,33.791666666666664,21.8625,18.0,24.8,69.54166666666667,0.2,1,1,14.570833333333335,20.4,39.166666666666664,72
2016,14,Italian Grand Prix,2016-09-04,monza,Autodromo Nazionale di Monza,23.289583333333336,18.4,27.9,76.72916666666667,0.6,2,1,3.439583333333333,7.3,72.125,23.3125,18.4,27.9,76.16666666666667,0.6,2,1,3.7916666666666665,6.3,65.5,23.26666666666667,18.6,27.5,77.29166666666667,0.0,0,0,3.0875,7.3,78.75,72
2016,15,Singapore Grand Prix,2016-09-18,marina_bay,Marina Bay Street Circuit,27.402083333333337,24.8,29.1,83.89583333333333,24.800000000000004,19,1,7.739583333333333,14.6,95.35416666666667,27.329166666666666,24.8,29.0,84.25,18.0,7,1,7.412499999999999,11.8,97.0,27.474999999999998,26.3,29.1,83.54166666666667,6.8,12,1,8.066666666666666,14.6,93.70833333333333,72
2016,16,Malaysian Grand Prix,2016-10-02,sepang,Sepang International Circuit,27.856250000000003,24.1,31.8,74.39583333333333,0.2,2,1,9.379166666666666,14.7,92.27083333333333,27.47083333333333,24.1,31.8,78.29166666666667,0.2,2,1,7.204166666666667,12.3,90.625,28.24166666666667,25.7,31.3,70.5,0.0,0,0,11.554166666666665,14.7,93.91666666666667,72
2016,17,Japanese Grand Prix,2016-10-09,suzuka,Suzuka Circuit,21.758333333333336,15.8,26.6,83.91666666666667,22.6,23,1,15.293750000000001,26.2,86.72916666666667,23.383333333333336,20.6,26.6,89.375,5.6,14,1,13.470833333333331,21.3,93.45833333333333,20.133333333333336,15.8,22.8,78.45833333333333,17.0,9,1,17.116666666666664,26.2,80.0,72
2016,18,United States Grand Prix,2016-10-23,americas,Circuit of the Americas,19.541666666666668,11.2,27.6,53.020833333333336,0.0,0,0,9.522916666666667,15.1,51.208333333333336,18.34166666666667,11.2,25.7,44.125,0.0,0,0,7.783333333333334,12.4,12.041666666666666,20.741666666666667,14.3,27.6,61.916666666666664,0.0,0,0,11.262500000000001,15.1,90.375,72
2016,19,Mexican Grand Prix,2016-10-30,rodriguez,Autódromo Hermanos Rodríguez,13.035416666666668,8.9,19.7,78.625,2.0,7,1,7.675,18.0,85.39583333333333,12.391666666666666,8.9,18.4,78.29166666666667,0.4,3,1,8.558333333333334,18.0,78.16666666666667,13.679166666666667,10.2,19.7,78.95833333333333,1.5999999999999999,4,1,6.791666666666667,13.8,92.625,72
2016,20,Brazilian Grand Prix,2016-11-13,interlagos,Autódromo José Carlos Pace,17.375,15.5,19.3,94.83333333333333,33.400000000000006,48,1,14.185416666666669,21.0,100.0,17.629166666666666,15.5,19.3,95.125,16.4,24,1,16.154166666666665,21.0,100.0,17.120833333333334,15.9,18.4,94.54166666666667,17.0,24,1,12.216666666666667,14.4,100.0,72
2016,21,Abu Dhabi Grand Prix,2016-11-27,yas_marina,Yas Marina Circuit,24.549999999999997,18.3,30.4,52.833333333333336,0.0,0,0,15.647916666666667,24.3,12.875,24.76666666666667,19.5,29.5,55.208333333333336,0.0,0,0,16.895833333333332,24.3,18.75,24.333333333333332,18.3,30.4,50.458333333333336,0.0,0,0,14.4,20.8,7.0,72
2017,1,Australian Grand Prix,2017-03-26,albert_park,Albert Park Grand Prix Circuit,20.545833333333334,15.7,26.8,81.83333333333333,2.3,7,1,7.922916666666667,15.9,70.66666666666667,20.833333333333332,15.7,26.8,77.83333333333333,2.3,7,1,9.233333333333334,15.9,75.04166666666667,20.258333333333336,17.7,23.7,85.83333333333333,0.0,0,0,6.6125,11.6,66.29166666666667,72
2017,2,Chinese Grand Prix,2017-04-09,shanghai,Shanghai International Circuit,13.8125,10.7,22.3,82.66666666666667,8.299999999999999,15,1,14.589583333333332,23.5,92.27083333333333,15.6625,11.5,22.3,84.91666666666667,1.4,4,1,10.270833333333334,16.9,84.54166666666667,11.9625,10.7,13.1,80.41666666666667,6.8999999999999995,11,1,18.908333333333335,23.5,100.0,72
2017,3,Bahrain Grand Prix,2017-04-16,bahrain,Bahrain International Circuit,27.900000000000002,23.0,40.4,54.166666666666664,0.0,0,0,21.458333333333332,41.1,56.5625,29.78333333333333,23.0,40.4,45.083333333333336,0.0,0,0,12.6,26.6,51.166666666666664,26.01666666666667,23.9,29.3,63.25,0.0,0,0,30.316666666666663,41.1,61.958333333333336,72
2017,4,Russian Grand Prix,2017-04-30,sochi,Sochi Autodrom,16.993750000000002,10.3,24.2,67.16666666666667,0.0,0,0,5.120833333333334,10.5,4.416666666666667,16.170833333333334,10.3,21.2,67.45833333333333,0.0,0,0,4.941666666666666,8.6,4.708333333333333,17.816666666666666,11.5,24.2,66.875,0.0,0,0,5.3,10.5,4.125,72
2017,5,Spanish Grand Prix,2017-05-14,catalunya,Circuit de Barcelona-Catalunya,19.272916666666667,13.8,25.4,56.375,0.6,2,1,9.65,20.5,34.625,19.5625,13.8,25.4,53.041666666666664,0.5,1,1,13.266666666666667,20.5,18.458333333333332,18.983333333333334,14.5,23.5,59.708333333333336,0.1,1,1,6.033333333333332,13.7,50.791666666666664,72
2017,6,Monaco Grand Prix,2017-05-28,monaco,Circuit de Monaco,23.495833333333334,18.4,27.0,45.916666666666664,0.0,0,0,5.66875,12.1,7.979166666666667,23.075,18.4,26.3,45.791666666666664,0.0,0,0,6.075,12.1,5.583333333333333,23.916666666666668,19.4,27.0,46.041666666666664,0.0,0,0,5.2625,10.0,10.375,72
2017,7,Canadian Grand Prix,2017-06-11,villeneuve,Circuit Gilles Villeneuve,21.120833333333334,11.4,28.0,62.1875,0.5,2,1,16.825,36.5,52.625,18.441666666666666,11.4,24.5,61.916666666666664,0.2,1,1,8.05,15.5,57.666666666666664,23.799999999999997,18.1,28.0,62.458333333333336,0.3,1,1,25.599999999999998,36.5,47.583333333333336,72
2017,8,Azerbaijan Grand Prix,2017-06-25,baku,Baku City Circuit,23.20625,19.8,28.0,78.91666666666667,0.1,1,1,15.0875,25.7,15.041666666666666,22.683333333333337,19.8,25.5,78.83333333333333,0.1,1,1,14.462499999999999,23.8,16.75,23.729166666666668,20.2,28.0,79.0,0.0,0,0,15.7125,25.7,13.333333333333334,72
2017,9,Austrian Grand Prix,2017-07-09,red_bull_ring,Red Bull Ring,21.860416666666666,14.7,28.5,66.29166666666667,1.0,5,1,5.533333333333334,13.0,54.770833333333336,21.820833333333336,14.7,28.5,65.41666666666667,0.6000000000000001,3,1,6.779166666666666,13.0,39.333333333333336,21.900000000000002,15.6,27.8,67.16666666666667,0.4,2,1,4.2875000000000005,9.2,70.20833333333333,72
2017,10,British Grand Prix,2017-07-16,silverstone,Silverstone Circuit,17.708333333333332,13.0,22.6,79.9375,2.8999999999999995,11,1,16.702083333333334,24.9,88.5625,16.425,13.0,21.4,80.875,1.3,4,1,16.875,24.9,87.79166666666667,18.991666666666667,16.3,22.6,79.0,1.5999999999999999,7,1,16.529166666666665,19.8,89.33333333333333,72
2017,11,Hungarian Grand Prix,2017-07-30,hungaroring,Hungaroring,22.960416666666664,15.8,29.7,58.1875,0.0,0,0,8.714583333333334,15.5,16.625,21.929166666666664,16.5,26.5,58.458333333333336,0.0,0,0,9.870833333333332,15.5,14.083333333333334,23.991666666666664,15.8,29.7,57.916666666666664,0.0,0,0,7.558333333333333,13.3,19.166666666666668,72
